Latitude,Longitude,Seagr bioregion,Habitat,Genus,Year obs [a AD],Seagr biom above dm [g/m**2],Seagr biom below dm [g/m**2],Seagr biom tot dm [g/m**2],Seagr shoot dens [#/m**2],Seagr cov [%],Seagr leaf dens [#/m**2],Seagr prod above dm [g/m**2/day],Seagr prod below dm [g/m**2/day],Seagr prod total dm [g/m**2/day],Seagr shoot prod dm [g/m**2/day],Seagr leaf prod dm [g/m**2/day],Reference
36.059,120.316,Temperate North Pacific,Coastal,Zostera,2009,,,383,402,,,,,,,,Liu et al. 2019
36.059,120.316,Temperate North Pacific,Coastal,Zostera,2009,,,376,,,,,,,,,Liu et al. 2019
36.059,120.316,Temperate North Pacific,Coastal,Zostera,2009,,,309,,,,,,,,,Liu et al. 2019
36.059,120.316,Temperate North Pacific,Coastal,Zostera,2010,,,511,,,,,,,,,Liu et al. 2019
36.059,120.316,Temperate North Pacific,Coastal,Zostera,2010,,,296,,,,,,,,,Liu et al. 2019
36.059,120.316,Temperate North Pacific,Coastal,Zostera,2010,,,44,,,,,,,,,Liu et al. 2019
36.059,120.316,Temperate North Pacific,Coastal,Zostera,2010,,,282,314,,,,,,,,Liu et al. 2019
36.059,120.316,Temperate North Pacific,Coastal,Zostera,2010,,,241,,,,,,,,,Liu et al. 2019
-27.389,153.227,Tropical Indo Pacific,Estuarine,Halophila,1991,,,0.3,76.2,30,,,,,,,Long et al. 1994
-27.287,153.222,Tropical Indo Pacific,Estuarine,Halophila,1991,,,11.45,1121.71,52,,,,,,,Long et al. 1994
-27.287,153.222,Tropical Indo Pacific,Estuarine,Halophila,1991,,,10.33,1206.87,65,,,,,,,Long et al. 1994
-27.287,153.222,Tropical Indo Pacific,Estuarine,Halophila,1991,,,7.11,2620.85,34,,,,,,,Long et al. 1994
-27.287,153.222,Tropical Indo Pacific,Estuarine,Halophila,1991,,,0.52,89.38,11,,,,,,,Long et al. 1994
